price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
14000,kombi,manual,211,a4,150000,petrol,audi,no,11.83
22650,coupe,automatic,258,andere,100000,petrol,jaguar,no,13.75
6600,,manual,200,golf,150000,petrol,volkswagen,,4.33
2450,limousine,manual,150,a3,150000,petrol,audi,no,21.5
1400,small car,manual,58,clio,125000,petrol,renault,no,18.08
23650,kombi,automatic,170,e_klasse,125000,diesel,mercedes_benz,no,10.42
7600,coupe,manual,101,mustang,50000,petrol,ford,no,44.5
8700,limousine,automatic,140,golf,70000,diesel,volkswagen,no,16.75
200,small car,manual,45,polo,150000,,volkswagen,yes,24
14980,limousine,automatic,231,5er,150000,diesel,bmw,no,14.25
4200,limousine,manual,145,focus,150000,petrol,ford,no,15.58
5399,limousine,manual,80,golf,150000,petrol,volkswagen,no,14
2500,suv,manual,80,andere,150000,petrol,suzuki,no,26.75
46800,cabrio,automatic,326,m_reihe,10000,petrol,bmw,no,5.33
799,small car,manual,75,corsa,150000,petrol,opel,yes,18
3900,cabrio,manual,109,2_reihe,125000,petrol,peugeot,no,18.83
300,small car,manual,58,twingo,125000,,renault,,22.92
850,small car,manual,60,polo,150000,petrol,volkswagen,no,20.92
6490,cabrio,manual,125,andere,125000,petrol,audi,no,22.33
2500,small car,automatic,83,jazz,125000,petrol,honda,no,18.75
900,small car,manual,60,fiesta,150000,petrol,ford,no,19.75
333,small car,manual,33,corsa,150000,petrol,opel,no,25.75
500,small car,manual,71,astra,150000,petrol,opel,no,26.17
500,kombi,manual,136,,150000,petrol,mercedes_benz,no,22.5
1099,limousine,manual,170,3er,150000,petrol,bmw,,23
4300,,automatic,184,x_reihe,150000,,bmw,yes,3.58
1500,limousine,manual,115,6_reihe,150000,petrol,mazda,no,23.33
1399,,manual,90,2_reihe,150000,,peugeot,no,3.5
23500,cabrio,manual,184,cooper,20000,petrol,mini,no,7.83
5499,limousine,manual,125,astra,40000,petrol,opel,no,14.33
5950,kombi,manual,163,e_klasse,125000,petrol,mercedes_benz,no,17.25
9000,suv,manual,141,qashqai,150000,petrol,nissan,no,13.83
1650,limousine,manual,125,a_klasse,150000,petrol,mercedes_benz,no,20.33
7950,kombi,automatic,170,passat,150000,diesel,volkswagen,no,14.5
14500,kombi,automatic,231,3er,150000,diesel,bmw,no,13.17
18599,bus,manual,140,galaxy,60000,diesel,ford,no,7.83
4900,,automatic,71,fortwo,30000,,smart,no,3.33
3750,bus,manual,147,zafira,125000,petrol,opel,no,17.33
2000,limousine,manual,94,almera,150000,petrol,nissan,no,18.25
2499,kombi,manual,192,,150000,petrol,bmw,,19.75
940,kombi,manual,75,astra,125000,lpg,opel,no,23.58
4100,cabrio,manual,116,3er,150000,petrol,bmw,no,25
2200,small car,manual,102,corsa,100000,petrol,opel,no,17.92
17700,kombi,automatic,156,c_klasse,70000,petrol,mercedes_benz,no,9.67
21500,coupe,manual,211,scirocco,40000,petrol,volkswagen,no,6.25
1950,,automatic,54,fortwo,125000,,smart,no,4
2700,bus,,150,sharan,150000,petrol,volkswagen,no,19.17
8500,kombi,manual,170,a4,150000,diesel,audi,no,13.75
8200,bus,manual,179,meriva,125000,petrol,opel,no,14.25
4000,bus,manual,90,golf,150000,diesel,volkswagen,yes,12.33
3800,cabrio,manual,125,tigra,125000,petrol,opel,no,16
10000,,manual,174,andere,150000,,volkswagen,no,4.42
5990,suv,manual,150,andere,125000,petrol,ford,no,33.58
3890,limousine,automatic,110,corolla,125000,petrol,toyota,no,17.42
650,,manual,75,golf,150000,petrol,volkswagen,,3.08
1100,cabrio,manual,75,golf,150000,petrol,volkswagen,no,24
3100,bus,manual,68,,150000,diesel,volkswagen,,24.08
1400,limousine,manual,150,5er,150000,petrol,bmw,yes,23.75
8400,coupe,manual,150,andere,150000,petrol,porsche,no,34.58
7300,,automatic,313,touareg,150000,,volkswagen,no,3.58
250,limousine,manual,75,golf,80000,petrol,volkswagen,no,26.33
4000,kombi,automatic,163,a4,150000,petrol,audi,no,18.75
950,small car,manual,60,,150000,petrol,peugeot,,21.75
3250,kombi,manual,140,touran,150000,diesel,volkswagen,,15.5
16500,cabrio,manual,163,a4,50000,petrol,audi,no,11.33
850,kombi,manual,122,nubira,150000,petrol,daewoo,yes,16.92
1450,limousine,manual,75,golf,150000,petrol,volkswagen,,21.5
3300,limousine,manual,122,vectra,150000,petrol,opel,no,17.67
16500,bus,automatic,174,transporter,150000,diesel,volkswagen,no,13.25
599,limousine,manual,75,focus,150000,petrol,ford,yes,21.5
990,small car,manual,50,fiesta,90000,petrol,ford,no,23.33
1800,bus,manual,145,galaxy,150000,petrol,ford,no,18.83
3450,cabrio,manual,110,golf,150000,petrol,volkswagen,no,19.58
400,kombi,manual,95,vectra,150000,,opel,,20
900,small car,manual,75,clio,150000,petrol,renault,no,21.42
2250,bus,manual,103,andere,150000,cng,fiat,no,14.42
8700,suv,manual,107,duster,125000,diesel,dacia,no,9.42
4550,small car,manual,94,justy,70000,petrol,subaru,,12.67
2500,small car,manual,75,sandero,60000,petrol,dacia,no,11.83
700,kombi,manual,116,focus,150000,petrol,ford,no,21.5
8499,limousine,manual,150,a3,125000,petrol,audi,no,15.83
600,bus,manual,75,kangoo,150000,petrol,renault,yes,20
4399,bus,manual,136,touran,150000,diesel,volkswagen,no,17.67
2900,small car,manual,85,yaris,60000,petrol,toyota,no,17.33
2222,kombi,manual,116,mondeo,150000,diesel,ford,no,17.42
22500,kombi,automatic,184,c_klasse,60000,petrol,mercedes_benz,no,9.58
10499,kombi,manual,160,insignia,150000,diesel,opel,no,11.33
4500,small car,automatic,45,fortwo,125000,diesel,smart,no,12.67
1200,limousine,manual,75,golf,150000,petrol,volkswagen,no,20.08
14999,kombi,manual,170,c_klasse,150000,diesel,mercedes_benz,no,12.33
1700,kombi,manual,75,fabia,150000,petrol,skoda,no,17.58
250,cabrio,manual,63,swift,125000,petrol,suzuki,,27
2050,coupe,manual,163,c_klasse,150000,petrol,mercedes_benz,no,17.5
2500,small car,automatic,45,,125000,,smart,,17.58
1111,small car,manual,60,polo,150000,petrol,volkswagen,no,21.83
2450,limousine,automatic,160,e_klasse,150000,petrol,mercedes_benz,no,30.92
4800,small car,automatic,82,fortwo,60000,petrol,smart,no,11.83
3200,limousine,automatic,141,6_reihe,150000,lpg,mazda,no,17.5
2200,cabrio,manual,101,golf,150000,petrol,volkswagen,no,23.42
2400,suv,manual,83,andere,150000,diesel,nissan,no,24.58
11500,kombi,automatic,170,a3,150000,diesel,audi,no,13.5
2199,kombi,manual,155,mondeo,150000,diesel,ford,no,15.58
200,kombi,manual,116,,150000,petrol,ford,yes,22.5
1100,small car,manual,75,golf,150000,petrol,volkswagen,,21.42
2900,small car,manual,52,matiz,70000,petrol,chevrolet,,12.75
2850,limousine,manual,163,c_klasse,150000,petrol,mercedes_benz,no,18.17
3850,limousine,manual,133,andere,150000,diesel,peugeot,no,19.92
1899,coupe,manual,140,megane,150000,petrol,renault,no,19.08
350,bus,manual,150,voyager,150000,petrol,chrysler,no,21.5
9000,small car,manual,105,polo,80000,petrol,volkswagen,no,9.25
1699,kombi,manual,130,omega,150000,diesel,opel,no,18.33
6900,kombi,manual,140,a4,150000,diesel,audi,no,15.25
2499,limousine,manual,82,a_klasse,80000,petrol,mercedes_benz,no,19.75
6499,limousine,manual,231,3er,150000,petrol,bmw,no,19.42
200,small car,manual,50,polo,150000,petrol,volkswagen,,23.67
26500,kombi,manual,150,a4,30000,diesel,audi,no,7.75
14250,bus,manual,105,touran,50000,petrol,volkswagen,no,7.58
800,bus,manual,107,scenic,150000,petrol,renault,yes,19.67
500,,manual,90,,150000,petrol,ford,,20
2550,small car,manual,60,corsa,150000,petrol,opel,no,11.17
4270,small car,manual,64,polo,100000,petrol,volkswagen,no,13.25
3999,coupe,manual,180,tt,150000,petrol,audi,,20
150,limousine,manual,136,,125000,petrol,opel,yes,23
6800,coupe,manual,140,,100000,petrol,sonstige_autos,no,30
6600,small car,manual,80,polo,60000,petrol,volkswagen,no,11.08
5999,limousine,automatic,143,c_klasse,150000,diesel,mercedes_benz,no,17.92
2250,suv,manual,120,freelander,150000,petrol,land_rover,no,20.83
8900,bus,manual,150,viano,150000,diesel,mercedes_benz,no,16.5
9199,kombi,manual,140,passat,150000,diesel,volkswagen,,15
375,small car,manual,75,golf,150000,petrol,volkswagen,,26.17
3999,kombi,automatic,177,vectra,150000,diesel,opel,no,16.83
6999,limousine,automatic,129,3er,20000,petrol,bmw,no,16
2650,small car,manual,65,picanto,100000,petrol,kia,no,14.25
12800,limousine,automatic,177,a6,90000,petrol,audi,no,15.08
13000,limousine,manual,117,lancer,30000,petrol,mitsubishi,no,7.25
7299,kombi,automatic,140,a4,150000,diesel,audi,no,14.25
500,,manual,90,civic,150000,,honda,yes,4.92
700,coupe,automatic,218,clk,150000,petrol,mercedes_benz,yes,22.58
5555,coupe,automatic,275,andere,150000,petrol,chevrolet,no,25.58
10900,small car,manual,86,a1,60000,petrol,audi,no,8.5
6000,bus,manual,114,vivaro,100000,diesel,opel,no,8.5
3250,small car,manual,90,one,150000,petrol,mini,no,18.08
8000,small car,manual,90,andere,80000,diesel,toyota,no,10.58
1400,kombi,manual,131,mondeo,150000,diesel,ford,no,20
3000,kombi,manual,109,focus,150000,diesel,ford,no,14.58
3500,small car,manual,54,fox,100000,petrol,volkswagen,no,14
10499,limousine,manual,105,golf,150000,diesel,volkswagen,no,9.5
999,small car,manual,58,clio,150000,petrol,renault,,18.25
8290,limousine,manual,85,polo,80000,petrol,volkswagen,no,9.17
5800,kombi,manual,140,a3,150000,diesel,audi,,13.75
7650,kombi,manual,102,a3,150000,petrol,audi,no,13.33
16200,bus,manual,174,transporter,150000,diesel,volkswagen,no,14.83
500,kombi,manual,85,focus,150000,petrol,ford,no,21.25
18000,bus,manual,69,transporter,150000,diesel,volkswagen,yes,37.17
11500,others,manual,190,sprinter,150000,diesel,mercedes_benz,no,10.08
400,suv,manual,133,,150000,petrol,kia,yes,21.5
600,limousine,manual,75,80,150000,,audi,,31
7500,kombi,manual,122,3er,150000,diesel,bmw,no,14.83
8650,bus,manual,120,meriva,70000,petrol,opel,,9.33
15900,cabrio,automatic,256,andere,100000,petrol,ford,no,18.58
9490,kombi,manual,105,golf,125000,diesel,volkswagen,no,9.5
5750,kombi,automatic,147,6_reihe,150000,petrol,mazda,no,14.25
4000,bus,manual,102,transporter,150000,diesel,volkswagen,no,21.33
6100,suv,manual,163,,150000,,jeep,no,15.75
2700,small car,manual,83,jazz,150000,petrol,honda,yes,15.67
20000,coupe,automatic,299,andere,125000,petrol,bmw,no,29.33
3500,kombi,,102,octavia,125000,petrol,skoda,no,16.83
2600,limousine,manual,180,passat,125000,,volkswagen,no,20
1200,small car,manual,100,golf,150000,petrol,volkswagen,,22.83
1800,small car,manual,60,polo,150000,petrol,volkswagen,no,20.83
350,small car,manual,60,corsa,150000,petrol,opel,,24.92
4199,kombi,manual,131,passat,150000,diesel,volkswagen,no,18.75
6950,small car,automatic,54,fortwo,40000,diesel,smart,no,8.17
14999,limousine,automatic,231,7er,150000,diesel,bmw,no,14.83
890,kombi,manual,174,passat,150000,petrol,volkswagen,no,26.5
2700,coupe,automatic,136,andere,150000,petrol,mercedes_benz,no,30.08
2800,small car,manual,116,a_klasse,150000,lpg,mercedes_benz,no,14.83
1800,,manual,110,galaxy,150000,diesel,ford,,20
3299,kombi,manual,122,forester,150000,petrol,subaru,no,22.92
270,small car,manual,58,twingo,125000,petrol,renault,,22
3499,suv,manual,128,grand,150000,petrol,suzuki,no,17.08
1111,small car,manual,60,polo,150000,petrol,volkswagen,yes,21.83
8500,limousine,manual,122,1er,125000,petrol,bmw,no,12.17
7900,limousine,manual,207,s_type,150000,diesel,jaguar,no,15
2950,limousine,automatic,250,5er,150000,petrol,bmw,no,21
3000,kombi,manual,150,3er,150000,petrol,bmw,no,20.25
2699,kombi,manual,179,passat,150000,diesel,volkswagen,no,15.17
2500,cabrio,manual,110,mx_reihe,150000,petrol,mazda,no,22.92
149,small car,manual,55,corsa,150000,petrol,opel,,23.58
750,limousine,manual,75,golf,150000,petrol,volkswagen,,22
12000,bus,manual,131,andere,70000,diesel,renault,no,9.25
3800,limousine,manual,120,bravo,150000,diesel,fiat,no,12.67
5800,others,manual,102,transporter,100000,diesel,volkswagen,no,23.25
2300,kombi,manual,193,3er,150000,petrol,bmw,no,20.42
4500,limousine,manual,104,golf,150000,,volkswagen,yes,17
2950,bus,manual,125,zafira,150000,petrol,opel,,18.42
2400,,manual,104,leon,150000,petrol,seat,yes,3.17
980,small car,manual,50,lupo,150000,petrol,volkswagen,no,21.58
3500,small car,,75,,30000,,renault,,11
3380,small car,manual,68,1_reihe,80000,petrol,peugeot,no,15.25
300,small car,manual,60,punto,150000,petrol,fiat,no,24.83
3500,coupe,manual,170,3er,150000,petrol,bmw,no,23.33
799,limousine,manual,75,andere,150000,petrol,skoda,,21.33
400,limousine,manual,101,c_klasse,150000,petrol,mercedes_benz,,24.67
2800,limousine,manual,118,3er,150000,petrol,bmw,no,19.5
2700,limousine,manual,102,a3,100000,petrol,audi,no,19.25
3300,limousine,manual,170,5er,150000,petrol,bmw,no,21
12400,limousine,manual,183,c_klasse,50000,petrol,mercedes_benz,no,13.5
1850,,,60,ka,125000,petrol,ford,,3.25
500,,manual,90,golf,150000,,volkswagen,,4.67
7499,small car,manual,69,500,80000,petrol,fiat,no,11.67
1200,,,90,civic,150000,petrol,honda,yes,4
2999,bus,manual,110,transporter,150000,petrol,volkswagen,no,27.75
2000,kombi,manual,122,v40,150000,petrol,volvo,,16
1500,kombi,manual,116,156,150000,diesel,alfa_romeo,no,17.42
280,kombi,manual,44,andere,125000,,ford,yes,21.25
14499,limousine,manual,163,3er,80000,diesel,bmw,no,13.17
2999,small car,manual,80,corsa,150000,petrol,opel,no,13.67
1999,,,125,cr_reihe,150000,,honda,,20.33
1390,coupe,manual,135,3_reihe,150000,petrol,peugeot,no,20.42
3800,bus,manual,131,sharan,150000,diesel,volkswagen,no,16.83
950,limousine,manual,65,astra,150000,petrol,opel,no,22.58
1850,bus,automatic,107,scenic,125000,petrol,renault,,20.33
900,limousine,manual,150,andere,150000,petrol,alfa_romeo,,20.58
300,cabrio,manual,75,astra,150000,petrol,opel,,23.5
5500,limousine,manual,116,focus,150000,petrol,ford,no,11.08
1300,limousine,manual,105,toledo,150000,diesel,seat,yes,16.08
500,,manual,75,,150000,,volkswagen,,20
1500,small car,manual,60,corsa,150000,petrol,opel,no,23.17
850,limousine,automatic,116,vectra,100000,petrol,opel,yes,22
3900,cabrio,manual,113,3er,150000,petrol,bmw,no,27.33
3350,limousine,automatic,102,golf,90000,petrol,volkswagen,yes,19.75
7500,coupe,manual,200,andere,150000,diesel,alfa_romeo,no,14.5
3999,small car,manual,69,polo,150000,diesel,volkswagen,no,13.42
9990,limousine,manual,95,a_klasse,125000,petrol,mercedes_benz,no,12.75
350,small car,manual,50,,150000,,volkswagen,,22
13680,coupe,manual,122,1er,50000,petrol,bmw,no,8.67
1400,,manual,136,,150000,,mazda,,16.17
13500,limousine,manual,156,c_klasse,70000,diesel,mercedes_benz,no,12.25
2850,bus,manual,87,meriva,125000,petrol,opel,no,17.83
4800,kombi,manual,125,astra,125000,petrol,opel,no,14.25
14999,cabrio,automatic,394,sl,150000,petrol,mercedes_benz,no,26.5
15000,small car,automatic,120,clio,20000,petrol,renault,no,6.25
26000,cabrio,automatic,204,3er,70000,diesel,bmw,no,7.33
4150,small car,manual,68,andere,50000,petrol,nissan,no,11.83
6100,kombi,manual,197,3er,150000,diesel,bmw,yes,13.42
2660,small car,manual,54,polo,150000,petrol,volkswagen,no,18.75
4900,small car,manual,68,andere,60000,petrol,toyota,no,9.25
22250,limousine,manual,220,golf,30000,petrol,volkswagen,no,6.08
8800,kombi,manual,143,a4,150000,diesel,audi,no,12.58
899,small car,manual,75,twingo,150000,petrol,renault,no,18.5
9500,limousine,automatic,170,c_klasse,150000,diesel,mercedes_benz,,12.42
3200,limousine,automatic,105,golf,150000,diesel,volkswagen,no,12.58
949,small car,manual,45,panda,90000,petrol,fiat,no,20.75
1499,bus,manual,111,almera,150000,diesel,nissan,no,16.83
11900,limousine,automatic,326,a8,150000,diesel,audi,no,13.92
1250,small car,manual,90,corsa,150000,petrol,opel,no,18.42
8690,small car,automatic,74,yaris,5000,petrol,toyota,no,11.5
24500,limousine,manual,150,a3,60000,diesel,audi,no,6.5
2949,kombi,automatic,102,c_klasse,150000,diesel,mercedes_benz,no,20.42
1200,limousine,manual,75,golf,125000,petrol,volkswagen,no,23.5
2899,small car,manual,95,punto,90000,petrol,fiat,no,14.08
7400,limousine,automatic,272,andere,150000,petrol,mercedes_benz,yes,15.75
2850,kombi,,118,octavia,150000,petrol,skoda,no,19.75
7950,limousine,manual,150,x_reihe,150000,diesel,bmw,no,14.83
500,kombi,manual,133,andere,150000,petrol,kia,no,21.17
350,,manual,95,mondeo,150000,,ford,yes,21
1200,limousine,manual,75,cordoba,150000,petrol,seat,no,19.42
13500,limousine,manual,140,astra,30000,petrol,opel,no,8.75
300,kombi,manual,136,omega,150000,petrol,opel,,21
6900,kombi,manual,175,mondeo,150000,diesel,ford,,11.42
890,kombi,manual,101,vectra,150000,diesel,opel,,18.33
2350,kombi,manual,131,passat,150000,diesel,volkswagen,no,17.58
250,,manual,101,3er,150000,,bmw,,20
4950,cabrio,manual,90,tigra,150000,lpg,opel,no,15.33
8550,bus,manual,136,transporter,150000,diesel,volkswagen,no,10.42
14000,limousine,automatic,170,e_klasse,80000,diesel,mercedes_benz,no,13.67
4500,small car,manual,76,twingo,80000,petrol,renault,no,12.08
7100,small car,automatic,90,polo,50000,diesel,volkswagen,no,8.75
980,small car,manual,60,2_reihe,150000,petrol,peugeot,no,19.33
13000,bus,manual,151,transporter,150000,diesel,volkswagen,no,26
999,small car,manual,54,twingo,125000,petrol,renault,no,23.5
999,kombi,manual,116,omega,150000,,opel,,22.67
12999,coupe,manual,280,andere,125000,petrol,nissan,no,16.92
14500,limousine,manual,136,c_klasse,125000,diesel,mercedes_benz,no,10.08
500,limousine,manual,102,3er,150000,petrol,bmw,,23.08
28900,kombi,manual,420,andere,125000,petrol,audi,no,14
17000,kombi,manual,156,5_reihe,70000,petrol,peugeot,no,9.25
6450,small car,automatic,98,fortwo,90000,petrol,smart,no,10.58
4800,bus,manual,105,caddy,150000,diesel,volkswagen,no,14.5
3800,small car,manual,75,sandero,20000,petrol,dacia,no,10.17
5350,small car,manual,68,aygo,50000,petrol,toyota,no,10.25
1390,kombi,,75,astra,150000,petrol,opel,no,21.67
14500,bus,manual,102,caddy,40000,diesel,volkswagen,,9.58
1900,small car,manual,105,stilo,150000,lpg,fiat,no,16.67
5750,kombi,automatic,163,a6,150000,diesel,audi,no,16.67
4900,cabrio,manual,116,3er,150000,lpg,bmw,no,22.33
5300,cabrio,manual,98,golf,150000,petrol,volkswagen,no,27.25
35980,coupe,automatic,333,andere,125000,petrol,audi,no,8.67
3000,kombi,manual,150,signum,150000,diesel,opel,no,15.25
800,limousine,automatic,136,omega,150000,petrol,opel,,21.92
13450,kombi,manual,170,c_klasse,150000,diesel,mercedes_benz,no,9.92
2200,kombi,automatic,110,bora,150000,diesel,volkswagen,,20.42
13900,limousine,manual,99,ceed,40000,petrol,kia,no,6.67
13790,kombi,manual,143,a4,150000,diesel,audi,no,9.08
500,limousine,manual,75,golf,150000,petrol,volkswagen,no,20.42
8490,bus,manual,150,touran,80000,petrol,volkswagen,,14.33
2700,limousine,automatic,179,e_klasse,150000,petrol,mercedes_benz,no,28.08
12690,cabrio,automatic,163,a4,100000,petrol,audi,no,13.25
38500,cabrio,automatic,333,andere,70000,petrol,audi,no,8.5
1450,,manual,60,c2,150000,petrol,citroen,yes,3.25
15500,coupe,manual,306,3er,150000,petrol,bmw,no,14.83
1999,coupe,automatic,136,clk,150000,petrol,mercedes_benz,no,21.92
11950,suv,manual,163,i_reihe,60000,petrol,hyundai,no,10.83
250,small car,manual,60,ka,125000,petrol,ford,,17.08
7250,bus,manual,163,sprinter,150000,diesel,mercedes_benz,,10.08
19900,suv,automatic,184,,10000,diesel,hyundai,no,7.42
1800,small car,manual,75,lupo,150000,petrol,volkswagen,no,23
6450,limousine,manual,116,golf,150000,petrol,volkswagen,no,16.17
14100,small car,manual,75,citigo,30000,petrol,skoda,no,6.58
21490,kombi,automatic,110,golf,20000,diesel,volkswagen,no,7
9500,limousine,manual,200,exeo,90000,petrol,seat,no,11.67
1800,kombi,manual,113,megane,150000,petrol,renault,yes,14.25
3899,small car,manual,68,c1,60000,petrol,citroen,no,11.25
5850,bus,manual,158,sprinter,150000,diesel,mercedes_benz,,17.5
1600,small car,manual,55,,150000,petrol,volkswagen,no,15
7900,suv,automatic,258,,125000,lpg,sonstige_autos,no,15.25
870,,manual,75,corsa,150000,petrol,opel,,3.83
9999,limousine,manual,90,i_reihe,80000,diesel,hyundai,no,8.83
2700,bus,manual,101,vivaro,150000,diesel,opel,no,14.42
590,cabrio,automatic,163,andere,150000,petrol,chrysler,yes,20.25
1200,kombi,manual,45,polo,150000,petrol,volkswagen,no,29
3300,bus,manual,84,kangoo,150000,diesel,renault,no,14.25
500,small car,manual,55,corsa,150000,petrol,opel,no,23.33
500,small car,manual,75,golf,40000,petrol,volkswagen,,28.75
